invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,age_group,month
I334389,C233642,Female,19,Cosmetics,2,81.32,Cash,29-12-21,Mall of Istanbul,162.64,18-25,December
I251855,C258410,Female,68,Cosmetics,3,121.98,Credit Card,19-06-22,Cevahir AVM,365.94,65+,June
I985808,C270667,Male,22,Books,5,75.75,Cash,16-06-21,Emaar Square Mall,378.75,18-25,June
I224565,C321527,Male,61,Shoes,1,600.17,Cash,07-02-21,Emaar Square Mall,600.17,56-65,February
I239703,C109489,Male,23,Food & Beverage,3,15.69,Credit Card,17-01-23,Kanyon,47.07,18-25,January
I156413,C103824,Male,34,Cosmetics,5,203.3,Debit Card,20-01-22,Metrocity,1016.5,26-35,January
I158683,C126571,Female,33,Souvenir,2,23.46,Debit Card,31-07-22,Metrocity,46.92,26-35,July
I983860,C169676,Female,60,Shoes,1,600.17,Credit Card,30-09-21,Metropol AVM,600.17,56-65,September
I119809,C321889,Female,24,Food & Beverage,1,5.23,Debit Card,06-04-22,Zorlu Center,5.23,18-25,April
I319942,C212128,Male,53,Cosmetics,5,203.3,Debit Card,14-11-22,Mall of Istanbul,1016.5,46-55,November
I133278,C301271,Male,22,Clothing,3,900.24,Credit Card,24-02-21,Metrocity,2700.72,18-25,February
I252084,C221995,Male,50,Souvenir,4,46.92,Cash,25-05-21,Metrocity,187.68,46-55,May
I182889,C318802,Male,49,Clothing,2,600.16,Credit Card,22-03-21,Metrocity,1200.32,46-55,March
I106271,C263812,Male,31,Clothing,1,300.08,Debit Card,22-12-22,Mall of Istanbul,300.08,26-35,December
I112481,C321609,Male,29,Food & Beverage,5,26.15,Cash,07-07-21,Cevahir AVM,130.75,26-35,July
I240751,C666013,Female,52,Food & Beverage,1,5.23,Credit Card,18-09-21,Kanyon,5.23,46-55,September
I282789,C172185,Female,67,Cosmetics,2,81.32,Cash,18-02-22,Istinye Park,162.64,65+,February
I676291,C150463,Female,50,Food & Beverage,2,10.46,Cash,13-06-21,Metropol AVM,20.92,46-55,June
I827069,C274529,Female,58,Toys,5,179.2,Cash,30-05-21,Mall of Istanbul,896,56-65,May
I242823,C242659,Female,50,Clothing,4,1200.32,Debit Card,26-03-21,Metropol AVM,4801.28,46-55,March
I208631,C194451,Female,68,Technology,2,2100,Credit Card,27-07-22,Kanyon,4200,65+,July
I139308,C252600,Female,59,Souvenir,2,23.46,Credit Card,06-04-22,Emaar Square Mall,46.92,56-65,April
I177201,C309645,Female,66,Clothing,5,1500.4,Cash,04-02-22,Forum Istanbul,7502,65+,February
I263818,C336232,Male,69,Souvenir,4,46.92,Cash,26-06-22,Zorlu Center,187.68,65+,June
I174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,25-07-22,Mall of Istanbul,130.75,26-35,July
I186896,C138755,Female,52,Toys,1,35.84,Credit Card,19-09-21,Zorlu Center,35.84,46-55,September
I207465,C296745,Female,27,Clothing,2,600.16,Cash,10-10-22,Istinye Park,1200.32,26-35,October
I191148,C221838,Female,43,Technology,2,2100,Credit Card,29-03-22,Forum Istanbul,4200,36-45,March
I159487,C104985,Male,36,Clothing,1,300.08,Cash,09-07-21,Emaar Square Mall,300.08,36-45,July
I215141,C826514,Female,19,Souvenir,1,11.73,Cash,25-01-22,Kanyon,11.73,18-25,January
I235828,C267333,Male,21,Books,5,75.75,Cash,14-12-21,Metrocity,378.75,18-25,December
I281274,C130479,Male,20,Clothing,1,300.08,Cash,04-09-22,Kanyon,300.08,18-25,September
I135898,C310108,Female,23,Toys,2,71.68,Debit Card,14-08-22,Metropol AVM,143.36,18-25,August
I943072,C358486,Female,52,Cosmetics,2,81.32,Cash,03-02-22,Metrocity,162.64,46-55,February
I142738,C208738,Male,24,Clothing,4,1200.32,Credit Card,03-01-21,Kanyon,4801.28,18-25,January
I304665,C111056,Female,20,Food & Beverage,5,26.15,Credit Card,05-12-21,Metropol AVM,130.75,18-25,December
I133240,C999586,Male,58,Toys,3,107.52,Credit Card,14-06-22,Zorlu Center,322.56,56-65,June
I215906,C296862,Male,21,Clothing,4,1200.32,Debit Card,13-08-21,Mall of Istanbul,4801.28,18-25,August
I247747,C101550,Male,35,Shoes,2,1200.34,Cash,11-01-22,Istinye Park,2400.68,26-35,January
I227154,C278142,Female,29,Cosmetics,3,121.98,Cash,22-12-21,Kanyon,365.94,26-35,December
I133197,C330779,Male,68,Cosmetics,2,81.32,Credit Card,04-02-21,Forum Istanbul,162.64,65+,February
I542618,C282968,Female,50,Cosmetics,3,121.98,Debit Card,22-02-22,Emaar Square Mall,365.94,46-55,February
I522612,C852668,Female,44,Toys,3,107.52,Cash,14-09-21,Kanyon,322.56,36-45,September
I336817,C274936,Female,47,Clothing,1,300.08,Cash,03-08-21,Cevahir AVM,300.08,46-55,August
I216982,C269751,Female,48,Souvenir,4,46.92,Cash,02-01-23,Metrocity,187.68,46-55,January
I317443,C136051,Female,39,Toys,1,35.84,Credit Card,23-11-22,Mall of Istanbul,35.84,36-45,November
I115679,C266462,Male,27,Clothing,1,300.08,Cash,10-01-23,Kanyon,300.08,26-35,January
I227707,C329163,Female,34,Shoes,4,2400.68,Cash,10-01-22,Viaport Outlet,9602.72,26-35,January
I238456,C305398,Female,65,Food & Beverage,1,5.23,Cash,06-08-22,Kanyon,5.23,56-65,August
I940840,C267961,Female,53,Cosmetics,2,81.32,Cash,19-02-23,Istinye Park,162.64,46-55,February
I298805,C101248,Female,19,Food & Beverage,3,15.69,Credit Card,29-06-21,Kanyon,47.07,18-25,June
I169894,C165812,Female,19,Clothing,2,600.16,Cash,01-07-21,Istinye Park,1200.32,18-25,July
I183571,C339518,Female,31,Food & Beverage,1,5.23,Credit Card,07-02-22,Metrocity,5.23,26-35,February
I921232,C235057,Female,43,Toys,2,71.68,Cash,10-10-21,Cevahir AVM,143.36,36-45,October
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30-06-21,Metrocity,2700.72,36-45,June
I199384,C260889,Male,58,Books,4,60.6,Credit Card,24-03-22,Kanyon,242.4,56-65,March
I300557,C207753,Female,34,Cosmetics,3,121.98,Debit Card,17-09-22,Istinye Park,365.94,26-35,September
I162186,C204154,Female,32,Cosmetics,2,81.32,Debit Card,31-07-21,Istinye Park,162.64,26-35,July
I299125,C290344,Male,27,Souvenir,4,46.92,Credit Card,21-11-22,Kanyon,187.68,26-35,November
I720017,C730395,Female,28,Food & Beverage,2,10.46,Credit Card,04-09-22,Kanyon,20.92,26-35,September
I293086,C312155,Male,55,Cosmetics,3,121.98,Credit Card,18-02-21,Kanyon,365.94,46-55,February
I995407,C259743,Female,48,Souvenir,3,35.19,Cash,21-03-21,Metropol AVM,105.57,46-55,March
I306845,C605200,Female,46,Food & Beverage,4,20.92,Credit Card,02-09-22,Mall of Istanbul,83.68,46-55,September
I274190,C317850,Female,20,Toys,3,107.52,Cash,16-06-21,Metropol AVM,322.56,18-25,June
I305432,C986860,Male,39,Toys,3,107.52,Credit Card,26-01-23,Mall of Istanbul,322.56,36-45,January
I224122,C236428,Male,44,Clothing,5,1500.4,Credit Card,01-07-22,Mall of Istanbul,7502,36-45,July
I119142,C278588,Female,35,Cosmetics,5,203.3,Debit Card,25-01-23,Cevahir AVM,1016.5,26-35,January
I117526,C154184,Male,48,Cosmetics,5,203.3,Credit Card,23-09-22,Emaar Square Mall,1016.5,46-55,September
I195735,C287459,Female,22,Clothing,1,300.08,Credit Card,08-09-21,Kanyon,300.08,18-25,September
I243930,C617884,Female,52,Technology,3,3150,Debit Card,31-10-22,Istinye Park,9450,46-55,October
I320007,C294024,Male,45,Clothing,5,1500.4,Debit Card,18-10-21,Metrocity,7502,36-45,October
I339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,15-07-22,Mall of Istanbul,4801.28,56-65,July
I139437,C799447,Male,38,Souvenir,5,58.65,Credit Card,31-05-21,Mall of Istanbul,293.25,36-45,May
I325491,C144628,Female,45,Shoes,2,1200.34,Cash,22-12-21,Kanyon,2400.68,36-45,December
I332582,C260810,Female,41,Souvenir,5,58.65,Cash,28-10-22,Metropol AVM,293.25,36-45,October
I976566,C670524,Female,57,Cosmetics,1,40.66,Cash,13-06-21,Forum Istanbul,40.66,56-65,June
I420592,C334281,Male,57,Food & Beverage,4,20.92,Debit Card,25-09-22,Kanyon,83.68,56-65,September
I312499,C314173,Female,60,Books,1,15.15,Credit Card,18-08-21,Mall of Istanbul,15.15,56-65,August
I304591,C122712,Female,44,Food & Beverage,2,10.46,Debit Card,16-09-21,Kanyon,20.92,36-45,September
I122118,C276111,Male,38,Cosmetics,5,203.3,Cash,15-11-22,Metrocity,1016.5,36-45,November
I297539,C277924,Male,65,Food & Beverage,3,15.69,Credit Card,07-08-21,Mall of Istanbul,47.07,56-65,August
I339496,C286466,Male,30,Clothing,1,300.08,Debit Card,25-05-21,Metropol AVM,300.08,26-35,May
I160687,C327001,Female,50,Clothing,2,600.16,Debit Card,12-07-22,Istinye Park,1200.32,46-55,July
I153842,C509924,Female,19,Food & Beverage,3,15.69,Credit Card,14-09-22,Forum Istanbul,47.07,18-25,September
I615452,C453635,Male,26,Shoes,1,600.17,Debit Card,06-03-22,Metrocity,600.17,26-35,March
I908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,23-02-23,Forum Istanbul,650.56,46-55,February
I708279,C729392,Female,63,Cosmetics,3,121.98,Credit Card,25-06-21,Emaar Square Mall,365.94,56-65,June
I328691,C280085,Female,66,Clothing,2,600.16,Debit Card,31-07-22,Metrocity,1200.32,65+,July
I423782,C767634,Female,48,Cosmetics,2,81.32,Debit Card,08-04-21,Mall of Istanbul,162.64,46-55,April
I123315,C230018,Male,46,Clothing,2,600.16,Debit Card,01-04-21,Zorlu Center,1200.32,46-55,April
I182578,C238063,Male,54,Shoes,4,2400.68,Cash,13-02-22,Kanyon,9602.72,46-55,February
I403818,C308584,Male,62,Books,5,75.75,Cash,15-06-22,Viaport Outlet,378.75,56-65,June
I508712,C216619,Female,64,Toys,3,107.52,Credit Card,19-07-22,Mall of Istanbul,322.56,56-65,July
I959992,C241523,Male,55,Food & Beverage,3,15.69,Cash,01-07-22,Metrocity,47.07,46-55,July
I279688,C209761,Female,20,Clothing,1,300.08,Credit Card,19-06-21,Cevahir AVM,300.08,18-25,June
I300847,C329153,Male,41,Toys,5,179.2,Credit Card,11-01-22,Istinye Park,896,36-45,January
I170966,C126702,Male,54,Food & Beverage,5,26.15,Credit Card,05-12-22,Istinye Park,130.75,46-55,December
I230221,C287787,Male,34,Clothing,1,300.08,Cash,21-04-21,Metropol AVM,300.08,26-35,April
I317354,C142943,Female,31,Clothing,1,300.08,Cash,10-11-21,Metropol AVM,300.08,26-35,November
I155404,C100484,Male,48,Toys,4,143.36,Cash,19-09-22,Metrocity,573.44,46-55,September
I151181,C260213,Female,44,Clothing,2,600.16,Debit Card,18-01-21,Emaar Square Mall,1200.32,36-45,January
I144046,C210589,Female,42,Shoes,1,600.17,Credit Card,21-04-22,Kanyon,600.17,36-45,April
I959386,C885556,Male,25,Shoes,1,600.17,Credit Card,25-11-22,Mall of Istanbul,600.17,18-25,November
I737965,C944366,Male,64,Clothing,5,1500.4,Cash,09-11-22,Kanyon,7502,56-65,November
I194017,C462011,Female,67,Technology,5,5250,Cash,03-01-22,Kanyon,26250,65+,January
I252777,C262366,Female,55,Clothing,2,600.16,Cash,19-02-22,Zorlu Center,1200.32,46-55,February
I254142,C212400,Female,62,Shoes,3,1800.51,Credit Card,15-12-22,Emaar Square Mall,5401.53,56-65,December
I120850,C204307,Female,54,Clothing,2,600.16,Credit Card,08-11-21,Metrocity,1200.32,46-55,November
I220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,01-05-22,Kanyon,83.68,36-45,May
I180980,C119825,Female,30,Clothing,2,600.16,Cash,14-04-21,Forum Istanbul,1200.32,26-35,April
I301451,C260171,Female,58,Cosmetics,5,203.3,Debit Card,28-06-21,Kanyon,1016.5,56-65,June
I125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,10-06-22,Forum Istanbul,15004.25,46-55,June
I533062,C208765,Female,49,Clothing,3,900.24,Cash,12-05-22,Mall of Istanbul,2700.72,46-55,May
I998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,27-12-22,Mall of Istanbul,7502,18-25,December
I325619,C183356,Female,58,Food & Beverage,1,5.23,Debit Card,16-08-21,Kanyon,5.23,56-65,August
I200646,C155763,Female,49,Food & Beverage,2,10.46,Credit Card,05-03-21,Kanyon,20.92,46-55,March
I337094,C567509,Female,50,Technology,1,1050,Cash,09-02-23,Zorlu Center,1050,46-55,February
I436935,C486241,Female,21,Cosmetics,4,162.64,Cash,26-02-23,Istinye Park,650.56,18-25,February
I585560,C306892,Male,21,Shoes,2,1200.34,Cash,17-02-23,Mall of Istanbul,2400.68,18-25,February
I191967,C266819,Male,63,Cosmetics,5,203.3,Credit Card,08-08-22,Kanyon,1016.5,56-65,August
I304567,C317897,Male,30,Souvenir,2,23.46,Credit Card,08-03-23,Forum Istanbul,46.92,26-35,March
I232809,C545424,Male,66,Shoes,5,3000.85,Credit Card,02-10-21,Metrocity,15004.25,65+,October
I157441,C224223,Female,23,Food & Beverage,4,20.92,Cash,22-12-21,Mall of Istanbul,83.68,18-25,December
I591015,C286181,Female,69,Clothing,1,300.08,Cash,12-09-21,Metrocity,300.08,65+,September
I219334,C144371,Female,45,Shoes,4,2400.68,Credit Card,23-03-22,Kanyon,9602.72,36-45,March
I162719,C402433,Male,53,Clothing,5,1500.4,Credit Card,11-12-21,Emaar Square Mall,7502,46-55,December
I237375,C297425,Female,50,Books,1,15.15,Cash,29-12-22,Istinye Park,15.15,46-55,December
I289611,C222906,Female,45,Clothing,3,900.24,Debit Card,08-03-23,Cevahir AVM,2700.72,36-45,March
I217650,C236397,Female,47,Food & Beverage,3,15.69,Debit Card,10-02-21,Forum Istanbul,47.07,46-55,February
I214129,C309079,Female,36,Clothing,1,300.08,Debit Card,10-05-21,Metrocity,300.08,36-45,May
I300799,C116633,Female,61,Food & Beverage,3,15.69,Cash,06-03-22,Metropol AVM,47.07,56-65,March
I163771,C259606,Female,46,Toys,4,143.36,Credit Card,29-03-21,Mall of Istanbul,573.44,46-55,March
I252528,C333065,Male,47,Technology,5,5250,Debit Card,04-10-22,Cevahir AVM,26250,46-55,October
I147387,C211494,Female,38,Clothing,5,1500.4,Cash,04-11-21,Mall of Istanbul,7502,36-45,November
I186255,C302831,Female,41,Clothing,1,300.08,Credit Card,08-11-22,Kanyon,300.08,36-45,November
I308341,C282397,Male,29,Clothing,4,1200.32,Cash,17-05-21,Istinye Park,4801.28,26-35,May
I177664,C233697,Female,58,Cosmetics,3,121.98,Credit Card,16-06-22,Kanyon,365.94,56-65,June
I278519,C129976,Male,69,Technology,3,3150,Debit Card,24-09-22,Cevahir AVM,9450,65+,September
I160636,C812053,Female,53,Cosmetics,4,162.64,Cash,04-04-22,Metropol AVM,650.56,46-55,April
I306136,C324783,Male,26,Food & Beverage,1,5.23,Cash,18-10-22,Metrocity,5.23,26-35,October
I240224,C281502,Male,53,Food & Beverage,1,5.23,Cash,16-10-21,Mall of Istanbul,5.23,46-55,October
I227030,C433234,Female,63,Clothing,4,1200.32,Credit Card,17-05-21,Istinye Park,4801.28,56-65,May
I258204,C167183,Female,54,Clothing,1,300.08,Credit Card,03-02-23,Emaar Square Mall,300.08,46-55,February
I231070,C311195,Female,54,Clothing,5,1500.4,Debit Card,15-11-22,Forum Istanbul,7502,46-55,November
I434983,C107399,Male,45,Souvenir,2,23.46,Credit Card,29-07-21,Istinye Park,46.92,36-45,July
I326925,C992967,Female,62,Toys,4,143.36,Credit Card,17-07-21,Kanyon,573.44,56-65,July
I183840,C246719,Female,18,Clothing,1,300.08,Credit Card,08-03-22,Viaport Outlet,300.08,<18,March
I533184,C220859,Female,44,Shoes,5,3000.85,Credit Card,22-09-22,Zorlu Center,15004.25,36-45,September
I735039,C285422,Male,50,Clothing,1,300.08,Cash,01-08-22,Metropol AVM,300.08,46-55,August
I319997,C217049,Male,31,Clothing,5,1500.4,Credit Card,03-04-21,Istinye Park,7502,26-35,April
I228150,C141094,Male,62,Clothing,5,1500.4,Cash,21-11-21,Zorlu Center,7502,56-65,November
I215373,C310628,Female,20,Clothing,5,1500.4,Debit Card,17-09-21,Kanyon,7502,18-25,September
I275695,C297711,Female,65,Books,5,75.75,Cash,09-08-22,Mall of Istanbul,378.75,56-65,August
I107255,C211354,Female,63,Souvenir,1,11.73,Cash,08-09-21,Metrocity,11.73,56-65,September
I301538,C281864,Female,57,Food & Beverage,4,20.92,Cash,08-10-21,Mall of Istanbul,83.68,56-65,October
I119469,C234177,Female,59,Clothing,1,300.08,Debit Card,03-03-21,Metropol AVM,300.08,56-65,March
I678313,C335822,Female,44,Clothing,4,1200.32,Debit Card,26-12-21,Zorlu Center,4801.28,36-45,December
I264491,C107261,Female,63,Cosmetics,5,203.3,Credit Card,13-02-23,Metropol AVM,1016.5,56-65,February
I177957,C653357,Male,65,Clothing,4,1200.32,Cash,04-07-21,Cevahir AVM,4801.28,56-65,July
I188384,C327084,Female,68,Clothing,1,300.08,Cash,26-01-21,Istinye Park,300.08,65+,January
I527111,C218706,Female,21,Food & Beverage,2,10.46,Debit Card,05-10-22,Metropol AVM,20.92,18-25,October
I152252,C321931,Female,33,Books,5,75.75,Credit Card,05-04-21,Mall of Istanbul,378.75,26-35,April
I131076,C403983,Female,23,Souvenir,2,23.46,Cash,27-03-21,Metrocity,46.92,18-25,March
I151031,C137912,Female,49,Souvenir,5,58.65,Cash,21-11-22,Mall of Istanbul,293.25,46-55,November
I638444,C229733,Male,57,Shoes,2,1200.34,Credit Card,21-02-22,Metropol AVM,2400.68,56-65,February
I884439,C304835,Female,54,Toys,4,143.36,Credit Card,22-08-22,Kanyon,573.44,46-55,August
I381853,C124933,Female,41,Cosmetics,3,121.98,Credit Card,06-12-22,Emaar Square Mall,365.94,36-45,December
I104404,C111115,Female,21,Shoes,3,1800.51,Cash,25-03-21,Kanyon,5401.53,18-25,March
I926542,C248988,Female,45,Toys,1,35.84,Debit Card,05-03-21,Kanyon,35.84,36-45,March
I263473,C162574,Female,58,Shoes,3,1800.51,Credit Card,02-08-21,Kanyon,5401.53,56-65,August
I177317,C331880,Male,53,Food & Beverage,4,20.92,Cash,16-04-21,Mall of Istanbul,83.68,46-55,April
I941223,C291911,Female,53,Clothing,5,1500.4,Credit Card,03-02-23,Emaar Square Mall,7502,46-55,February
I323436,C153958,Male,39,Food & Beverage,5,26.15,Debit Card,06-05-22,Kanyon,130.75,36-45,May
I245250,C125209,Female,21,Shoes,1,600.17,Cash,05-02-22,Mall of Istanbul,600.17,18-25,February
I589196,C320640,Female,51,Toys,1,35.84,Credit Card,01-12-22,Mall of Istanbul,35.84,46-55,December
I241028,C803666,Male,50,Clothing,2,600.16,Debit Card,16-12-21,Emaar Square Mall,1200.32,46-55,December
I846943,C134691,Female,50,Cosmetics,4,162.64,Cash,06-01-23,Mall of Istanbul,650.56,46-55,January
I131492,C729802,Male,61,Food & Beverage,3,15.69,Cash,08-12-21,Kanyon,47.07,56-65,December
I252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,23-02-21,Mall of Istanbul,130.75,36-45,February
I571614,C208545,Female,31,Souvenir,4,46.92,Debit Card,07-01-22,Istinye Park,187.68,26-35,January
I269945,C310975,Male,64,Food & Beverage,1,5.23,Credit Card,14-02-22,Kanyon,5.23,56-65,February
I293115,C109758,Male,50,Clothing,2,600.16,Credit Card,20-05-22,Viaport Outlet,1200.32,46-55,May
I180632,C214463,Male,45,Clothing,1,300.08,Credit Card,15-10-21,Istinye Park,300.08,36-45,October
I946433,C387164,Female,29,Technology,4,4200,Debit Card,02-02-23,Kanyon,16800,26-35,February
I557864,C135196,Female,33,Clothing,1,300.08,Cash,09-11-21,Mall of Istanbul,300.08,26-35,November
I721903,C284031,Male,29,Food & Beverage,2,10.46,Cash,09-01-23,Mall of Istanbul,20.92,26-35,January
I995914,C259260,Male,65,Technology,3,3150,Credit Card,22-11-21,Metrocity,9450,56-65,November
I423124,C109593,Female,66,Clothing,1,300.08,Cash,07-01-23,Metrocity,300.08,65+,January
I318626,C270238,Male,54,Cosmetics,3,121.98,Credit Card,23-09-22,Istinye Park,365.94,46-55,September
I284431,C308978,Male,44,Technology,4,4200,Credit Card,24-06-22,Metropol AVM,16800,36-45,June
I334469,C221607,Male,46,Toys,5,179.2,Cash,04-07-21,Kanyon,896,46-55,July
I568785,C115148,Male,37,Food & Beverage,5,26.15,Cash,23-08-21,Metropol AVM,130.75,36-45,August
I307376,C253248,Female,22,Food & Beverage,5,26.15,Credit Card,11-08-22,Metrocity,130.75,18-25,August
I136509,C290760,Female,55,Cosmetics,4,162.64,Cash,02-08-21,Mall of Istanbul,650.56,46-55,August
I194798,C258089,Male,41,Technology,2,2100,Cash,07-07-22,Mall of Istanbul,4200,36-45,July
I236520,C222102,Male,42,Toys,3,107.52,Credit Card,13-02-22,Viaport Outlet,322.56,36-45,February
I295482,C209440,Male,24,Shoes,3,1800.51,Credit Card,17-10-22,Zorlu Center,5401.53,18-25,October
I472275,C203263,Female,43,Cosmetics,4,162.64,Cash,14-11-22,Metrocity,650.56,36-45,November
I301404,C232103,Male,40,Clothing,3,900.24,Credit Card,24-03-21,Cevahir AVM,2700.72,36-45,March
I100487,C213360,Female,22,Cosmetics,4,162.64,Cash,19-02-21,Kanyon,650.56,18-25,February
I206026,C225105,Female,27,Books,1,15.15,Cash,12-11-22,Forum Istanbul,15.15,26-35,November
I332620,C158124,Female,68,Cosmetics,2,81.32,Credit Card,13-04-21,Mall of Istanbul,162.64,65+,April
I434161,C246484,Female,48,Clothing,2,600.16,Credit Card,03-05-21,Metropol AVM,1200.32,46-55,May
I166306,C197019,Female,56,Clothing,3,900.24,Cash,24-04-22,Viaport Outlet,2700.72,56-65,April
I207389,C947114,Male,25,Clothing,3,900.24,Debit Card,17-12-22,Kanyon,2700.72,18-25,December
I237018,C115431,Male,30,Food & Beverage,4,20.92,Cash,19-11-22,Mall of Istanbul,83.68,26-35,November
I246114,C266394,Female,49,Toys,5,179.2,Credit Card,22-09-22,Metropol AVM,896,46-55,September
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,16-03-22,Mall of Istanbul,1200.32,56-65,March
I137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,01-01-22,Mall of Istanbul,83.68,46-55,January
I284262,C127339,Male,29,Food & Beverage,3,15.69,Cash,23-07-21,Kanyon,47.07,26-35,July
I154122,C164662,Female,69,Cosmetics,1,40.66,Debit Card,22-12-21,Metrocity,40.66,65+,December
I950429,C248884,Female,42,Cosmetics,2,81.32,Debit Card,09-03-22,Kanyon,162.64,36-45,March
I499170,C100684,Female,38,Toys,1,35.84,Credit Card,20-02-22,Kanyon,35.84,36-45,February
I253083,C240688,Female,46,Clothing,2,600.16,Debit Card,14-11-21,Metrocity,1200.32,46-55,November
I508173,C246364,Male,31,Cosmetics,3,121.98,Debit Card,23-01-22,Metropol AVM,365.94,26-35,January
I763131,C195413,Male,26,Clothing,5,1500.4,Cash,16-01-21,Mall of Istanbul,7502,26-35,January
I149766,C197308,Female,48,Cosmetics,3,121.98,Cash,02-04-22,Mall of Istanbul,365.94,46-55,April
